CdAbi,CdCab,cabSportello,cabLocalita,cabProv,ANKEY,cabFiliale
01030,58040,"CERESE DI VIRGILIO",VIRGILIO,MN,0103058040,8040
01030,59770,"AG.S.GIOVANNI LUPATO","S.GIOVANNI LUPATOTO",VR,0103059770,9770
01030,59790,"AG.S.MARTINO BUON AL","S.MARTINO BUON ALBER",,0103059790,9790
01030,65311,"AG.FIORENZUOLA D'ARD","FIORENZUOLA D'ARDA",PC,0103065311,5311
01030,65450,AG.ROTTOFRENO,ROTTOFRENO,PC,0103065450,5450
01030,65720,AG.FELINO,FELINO,PR,0103065720,5720
01030,65730,AG.FIDENZA,FIDENZA,PR,0103065730,5730
01030,65900,"AG.SALSOMAGGIORE T.","SALSOMAGGIORE TERME",PR,0103065900,5900
01030,66380,AG.LUZZARA,LUZZARA,RE,0103066380,6380
01030,66400,AG.NOVELLARA,NOVELLARA,RE,0103066400,6400
01030,66470,AG.RUBIERA,RUBIERA,RE,0103066470,6470
01030,66690,"AG.CASTELFRANCO E.","CASTELFRANCO EMILIA",BO,0103066690,6690
01030,66850,AG.MIRANDOLA,MILANDOLA,MO,0103066850,6850
01030,67210,AG.COPPARO,COPPARO,FE,0103067210,7210
01030,69453,"FERMO AG.3",FERMO,AP,0103069453,9453
01030,69670,"AG.PORTO SANT'ELPIDI","PORTO SANT'ELPIDIO",AP,0103069670,9670
01030,69720,"AG.SANT'ELPIDIO A M.","SANT'ELPIDIO A MARE",AP,0103069720,9720
01030,70241,AG.SERAVEZZA,SERAVEZZA,LU,0103070241,0241
01030,70460,"AG.MONTECATINI TERME","MONTECATINI TERME",PT,0103070460,0460
01030,71091,AG.PALAIA,PALAIA,PI,0103071091,1091
01030,71132,"PONTEDERA AG.1",PONTEDERA,PI,0103071132,1132
01030,71180,"AG.S.MARIA A MONTE","S.MARIA A MONTE",PI,0103071180,1180
01030,71220,AG.VOLTERRA,VOLTERRA,PI,0103071220,1220
01030,71770,AG.BUONCONVENTO,BUONCONVENTO,SI,0103071770,1770
01030,75020,"AG.SAN PRISCO","SAN PRISCO",CE,0103075020,5020
01030,76030,AG.AMALFI,AMALFI,SA,0103076030,6030
01030,76480,"AG.SARNO (SA)",SARNO,SA,0103076480,6480
01030,78270,AG.APRICENA,APRICENA,FG,0103078270,8270
01030,79190,"FIL.FRANCAVILLA FONT",BRINDISI,BR,0103079190,9190
01030,79400,"AG.ACQUARICA DEL CAP","ACQUARICA DEL CAPO",LE,0103079400,9400
01030,82880,AG.CANICATTI',CANICATTI',AG,0103082880,2880
01030,82970,AG.LICATA,LICATA,AG,0103082970,2970
02002,00000,,NULL,NULL,00000,NULL
02002,01000,"AG. DI IMOLA",IMOLA,BO,0200201000,1000
02002,01601,"AG.1 MILANO",MILANO,MI,0200201601,1601
02002,01607,"AG.7 MILANO",MILANO,MI,0200201607,1607
02002,01630,"AG.30 MILANO",MILANO,MI,0200201630,1630
02002,01646,"VIA AMEDA 49 MILANO",MILANO,MI,0200201646,1646
02002,02230,AG.CARPI,CARPI,MO,0200202230,2230
02002,02400,"SEDE DI BOLOGNA",BOLOGNA,BO,0200202400,2400
02002,02401,"AG.7 FIL.STRADA MAGG",BOLOGNA,BO,0200202401,2401
02002,02402,"AG.SAN FELICE",BOLOGNA,BO,0200202402,2402
02002,02403,"AG.EMILIA LEVANTE",BOLOGNA,BO,0200202403,2403
02002,02404,SUCC.FIERA,BOLOGNA,BO,0200202404,2404
02002,02405,"VIA CASTIGLIONE",BOLOGNA,BO,0200202405,2405
02002,02406,"AG.BORGO PANIGALE",BOLOGNA,BO,0200202406,2406
02002,02407,"P.ZZA XX SETTEMBRE",BOLOGNA,BO,0200202407,2407
02002,02408,"AGENZIA 4",BOLOGNA,BO,0200202408,2408
02002,02409,"AG.MOLINO PARISIO",BOLOGNA,BO,0200202409,2409
02002,02410,"AG. VIALE PEPOLI",BOLOGNA,BO,0200202410,2410
02002,02411,"FIL VIA L.SPADA 1/A",BOLOGNA,BO,0200202411,2411
02002,03204,"AG.N.4 ROMA",ROMA,RM,0200203204,3204
02002,03219,"AG.N.19 ROMA",ROMA,RM,0200203219,3219
02002,03251,"AG.42 ROMA",ROMA,RM,0200203251,3251
02002,03400,"AG. CENTO FE",FERRARA,FE,0200203400,3400
02002,04006,"FIL.DI BARI",BARI,BA,0200204006,4006
02002,04007,FIL.BARI,BARI,BA,0200204007,4007
02002,06679,SPORT.CANTAGALLO,"CASALECCHIO DI RENO",BO,0200206679,6679
02002,06749,"FIL.CASTEL MAGGIORE","CASTEL MAGGIORE",BO,0200206749,6749
02002,07130,"AG.RIALE ZOLA PRED.",BOLOGNA,BO,0200207130,7130
02002,10000,AG.VERCELLI,VERCELLI,VC,0200210000,0000
02002,12101,"AGENZIA 1 PADOVA",PADOVA,PD,0200212101,2101
02002,12700,"AG.P.ZZA GARIBALDI",PARMA,PR,0200212700,2700
02002,13000,"AG.FERRARA C.SO RENO",FERRARA,FE,0200213000,3000
02002,13100,AG.RAVENNA,RAVENNA,RA,0200213100,3100
02002,14000,AG.PISA,PISA,PI,0200214000,4000
02002,14300,"FILIALE GROSSETO",GROSSETO,GR,0200214300,4300
02002,15801,"AG.1 TARANTO",TARANTO,TA,0200215801,5801
02002,16905,FIL.VULCANIA,CATANIA,CT,0200216905,6905
02002,17102,"AG. 2 SIRACUSA",SIRACUSA,SR,0200217102,7102
02002,20300,AG.LODI,LODI,MI,0200220300,0300
02002,21000,AG.IMOLA,IMOLA,BO,0200221000,1000
02002,21200,AG.JESI,JESI,AN,0200221200,1200
02002,32190,AG.SANT'OLCESE,SANT'OLCESE,GE,0200232190,2190
02002,32375,"AG.33 ROMA",ROMA,RM,0200232375,2375
02002,33080,AG.MILANO,MILANO,MI,0200233080,3080
02002,33570,"AG.PESCHIERA BORROME",PESCHIERA-BORROMEO,MI,0200233570,3570
02002,37130,"AG.ZOLA PREDOSA","ZOLA PREDOSA",BO,0200237130,7130
02002,42770,AG.SOVERATO,SOVERATO,CZ,0200242770,2770
02002,71130,AG.PISA,PISA,PI,0200271130,1130
02002,80880,AG.RENDE,RENDE,CS,0200280880,0880
02002,84980,AG.OLBIA,OLBIA,SS,0200284980,4980
02005,02400,,NULL,NULL,02400,NULL
02005,02403,,NULL,NULL,02403,NULL
02008,00000,,NULL,NULL,00000,NULL
02008,01001,"DIP.PESCHIERA 1",TORINO,TO,0200801001,1001
02008,01115,"FIL.TORINO SACCHI",TORINO,TO,0200801115,1115
02008,01143,"AG.3 CORSO G.CESARE",TORINO,TO,0200801143,1143
02008,01191,"TORINO ALENIA",TORINO,TO,0200801191,1191
02008,01408,"AG.GENOVA VIA MILANO",GENOVA,GE,0200801408,1408
02008,01414,"AG.GE SARDEGNA",GENOVA,GE,0200801414,1414
02008,01610,"MILANO MODESTINO",MILANO,MI,0200801610,1610
02008,01617,"AG.MILANO AMADEO",MILANO,MI,0200801617,1617
02008,01637,"MILANO LODI",MILANO,MI,0200801637,1637
02008,01646,"AG.MILANO CHIARADIA",MILANO,MI,0200801646,1646
02008,01672,"FIL.V.LE UMBRIA MI",MILANO,MI,0200801672,1672
02008,01762,"FIL.MI MASSENA",MASSENA,MI,0200801762,1762
02008,01800,"TRENTO SAN PIETRO",TRENTO,TN,0200801800,1800
02008,02004,"AG.N.904 VENEZIA",VENEZIA,VE,0200802004,2004
02008,02400,"BOLOGNA MONTEGRAPPA",BOLOGNA,BO,0200802400,2400
02008,02401,"BOLOGNA MASCARELLA",BOLOGNA,BO,0200802401,2401
02008,02402,"BOLOGNA EMILIA PONEN",BOLOGNA,BO,0200802402,2402
02008,02403,"BOLOGNA FERRARESE",BOLOGNA,BO,0200802403,2403
02008,02404,"BOLOGNA BELLARIA 1",BOLOGNA,BO,0200802404,2404
02008,02405,,NULL,NULL,02405,NULL
02008,02406,"BOLOGNA LEPIDO 1",BOLOGNA,BO,0200802406,2406
02008,02407,"BOLOGNA CALORI",BOLOGNA,BO,0200802407,2407
02008,02408,"BOLOGNA S.DONATO",BOLOGNA,BO,0200802408,2408
02008,02409,"BOLOGNA MURRI 1",BOLOGNA,BO,0200802409,2409
02008,02410,"BOLOGNA TRENTO E TRI",BOLOGNA,BO,0200802410,2410
02008,02411,"BOLOGNA FERRARESE 3",BOLOGNA,BO,0200802411,2411
02008,02412,"BOLOGNA STURZO",BOLOGNA,BO,0200802412,2412
02008,02413,"BOLOGNA MARCONI",BOLOGN,BO,0200802413,2413
02008,02414,"BOLOGNA TOSCANA",BOLOGNA,BO,0200802414,2414
02008,02415,"BOLOGNA MATTEI",BOLOGNA,BO,0200802415,2415
02008,02416,"BOLOGNA STALINGRADO",BOLOGNA,BO,0200802416,2416
02008,02417,"BOLOGNA VIA CARRACCI",BOLOGNA,BO,0200802417,2417
02008,02418,"BOLOGNA ARNO",BOLOGNA,BO,0200802418,2418
02008,02420,"BOLOGNA PORTAMAGGIOR",BOLOGNA,BO,0200802420,2420
02008,02421,"BOLOGNA DAGNINI 1",BOLOGNA,BO,0200802421,2421
02008,02422,"BOLOGNA S.DONATO",BOLOGNA,BO,0200802422,2422
02008,02423,"BOLOGNA BARBIERI",BOLOGNA,BO,0200802423,2423
02008,02426,"VIA CASTIGLIONE",BOLOGNA,BO,0200802426,2426
02008,02428,"BOLOGNA TRAUZZI",BOLOGNA,BO,0200802428,2428
02008,02429,"BOLOGNA VENETO",BOLOGNA,BO,0200802429,2429
02008,02430,"BOLOGNA GALVANI",BOLOGNA,BO,0200802430,2430
02008,02431,"BOLOGNA DAGNINI 2",BOLOGNA,BO,0200802431,2431
02008,02432,"BOLOGNA AZZARITA",BOLOGNA,BO,0200802432,2432
02008,02433,"BOLOGNA MASSARENTI",BOLOGNA,BO,0200802433,2433
02008,02434,"BOLOGNA IRNERIO",BOLOGNA,BO,0200802434,2434
02008,02435,"BOLOGNA VIA U.BASSI",BOLOGNA,BO,0200802435,2435
02008,02436,"BOLOGNA CASTIGLIONE",BOLOGNA,BO,0200802436,2436
02008,02438,"BOLOGNA LEPIDO 2",BOLOGNA,BO,0200802438,2438
02008,02439,"BOLOGNA 55",BOLOGNA,BO,0200802439,2439
02008,02444,"BOLOGNA AG.A",BOLOGNA,BO,0200802444,2444
02008,02450,"BOLOGNA INDIPENDENZA",BOLOGNA,BO,0200802450,2450
02008,02451,"BOLOGNA MURRI 2",BOLOGNA,BO,0200802451,2451
02008,02452,"BOLOGNA S.MAMOLO",BOLOGNA,BO,0200802452,2452
02008,02453,"BOLOGNA MAZZINI",BOLOGNA,BO,0200802453,2453
02008,02454,"BOLOGNA ZANARDI",BOLOGNA,BO,0200802454,2454
02008,02455,"BOLOGNA DANTE",BOLOGNA,BO,0200802455,2455
02008,02456,"BOLOGNA BARCA",BOLOGNA,BO,0200802456,2456
02008,02457,"BOLOGNA ALDROVANDI",BOLOGNA,BO,0200802457,2457
02008,02458,"BOLOGNA MASSARENTI",BOLOGNA,BO,0200802458,2458
02008,02459,"BOLOGNA PEPOLI",BOLOGNA,BO,0200802459,2459
02008,02460,"BOLOGNA ALDO MORO",BOLOGNA,BO,0200802460,2460
02008,02461,"BOLOGNA BELLARIA 2",BOLOGNA,BO,0200802461,2461
02008,02462,"BOLOGNA BENTINI 1",BOLOGNA,BO,0200802462,2462
02008,02463,"BOLOGNA GAGARIN",BOLOGNA,BO,0200802463,2463
02008,02464,"BOLOGNA FERRARESE 1",BOLOGNA,BO,0200802464,2464
02008,02465,"BOLOGNA SAURO",BOLOGNA,BO,0200802465,2465
02008,02466,"BOLOGNA SALVINI",BOLOGNA,BO,0200802466,2466
02008,02467,"BOLOGNA EMILIA PONEN",BOLOGNA,BO,0200802467,2467
02008,02468,"BOLOGNA PUPILLI",BOLOGNA,BO,0200802468,2468
02008,02470,"BOLOGNA NIGRISOLI",BOLOGNA,BO,0200802470,2470
02008,02471,"BOLOGNA 23",BOLOGNA,BO,0200802471,2471
02008,02472,"BOLOGNA BELMELORO",BOLOGNA,BO,0200802472,2742
02008,02473,"BOLOGNA 56",BOLOGNA,BO,0200802473,2473
02008,02474,"BOLOGNA MASSARENTI",BOLOGNA,BO,0200802474,2474
02008,02475,"BOLOGNA 58",BOLOGNA,BO,0200802475,2475
02008,02480,"BOLOGNA RIZZOLI",BOLOGNA,BO,0200802480,2480
02008,02481,"BOLOGNA COSTA",BOLOGNA,BO,0200802481,2481
02008,02482,"BOLOGNA BENTINI 2",BOLOGNA,BO,0200802482,2482
02008,02483,"BOLOGNA MASSARENTI",BOLOGNA,BO,0200802483,2483
02008,02484,"BOLOGNA IV NOVEMBRE",BOLOGNA,BO,0200802484,2484
02008,02485,"BOLOGNA EMILIA PONEN",BOLOGNA,BO,0200802485,2485
02008,02486,"BOLOGNA PARMEGGIANI",BOLOGNA,BO,0200802486,2486
02008,02487,"BOLOGNA SAFFI",BOLOGNA,BO,0200802487,2487
02008,02490,"BOLOGNA MALPIGHI",BOLOGNA,BO,0200802490,2490
02008,02491,"BOLOGNA LEVANTE",BOLOGNA,BO,0200802491,2491
02008,02492,"BOLOGNA SILVANI",BOLOGNA,BO,0200802492,2492
02008,02505,"BOLOGNA EMILIA P",BOLOGNA,BO,0200802505,2505
02008,02509,"BOLOGNA MONTEGRAPPA",BOLOGNA,BO,0200802509,2509
02008,02513,"BOLOGNA CENTRO 2",BOLOGNA,BO,0200802513,2513
02008,02514,"BOLOGNA S.STEFANO",BOLOGNA,BO,0200802514,2514
02008,02515,"FIL.EMILIA EST",BOLOGNA,BO,0200802515,2515
02008,02578,"TES. ENTI",BOLOGNA,BO,0200802578,2578
02008,02600,"ANCONA GARIBALDI",ANCONA,AN,0200802600,2600
02008,02800,"AG.FI VECCHIETTI",FIRENZE,FI,0200802800,2800
02008,02854,FIL.OP.TOSCANA-UMBRI,FIRENZE,FI,0200802854,2854
02008,03075,"VIA M.E.LEPIDO",BOLOGNA,BO,0200803075,3075
02008,03205,"ROMA CASILINA 1",ROMA,RM,0200803205,3205
02008,03219,"ROMA MAZZINI 1",ROMA,RM,0200803219,3219
02008,03220,"ROMA NOMENTANA",ROMA,RM,0200803220,3220
02008,03224,"AG.N.24 ROMA",ROMA,RM,0200803224,3224
02008,03228,"AG.ROMA COLLI ALBANI",ROMA,RM,0200803228,3228
02008,03231,"AG.VIA PASTEUR",ROMA,RM,0200803231,3231
02008,03232,"AG.VIA PASTEUR",ROMA,RM,0200803232,3232
02008,03244,"ROMA COLLI PORTUENSI",ROMA,RM,0200803244,3244
02008,03246,"ROMA FAUGLIA",ROMA,RM,0200803246,3246
02008,03248,AG.ROMA,ROMA,RM,0200803248,3248
02008,03320,"SEDE ROMA V.VENETO",ROMA,RM,0200803320,3320
02008,03336,"AG.ROMA PLATANI",ROMA,RM,0200803336,3336
02008,03342,"AG. 12 ROMA",ROMA,RM,0200803342,3342
02008,03400,"AG.600 NAPOLI",NAPOLI,NA,0200803400,3400
02008,03422,FILIALE,FILIALE,FI,0200803422,3422
02008,04003,"BARI GIOVANNI XXIII",BARI,BA,0200804003,4003
02008,04007,"BARI SD JAPIGIA",BARI,BA,0200804007,4007
02008,04205,"POTENZA GALLITELLO",POTENZA,PZ,0200804205,4205
02008,05055,"ROMA VILLA SEVERINI",ROMA,RM,0200805055,5055
02008,05203,"ROMA ORLANDO",ROMA,RM,0200805203,5203
02008,05403,"VALSAMOGGIA CRESPELL",VALSAMOGGIA,BO,0200805403,5403
02008,05404,AG.CALCARA,VALSAMOGGIA,BO,0200805404,5404
02008,05405,"VALSAMOGGIA BAZZANO",VALSAMOGGIA,BO,0200805405,5405
02008,05406,"VALSAMOGGIA CASTELLO",VALSAMOGGIA,BO,0200805406,5406
02008,05407,"VALSAMOGGIA MONTEVEG",VALSAMOGGIA,BO,0200805407,5407
02008,05408,"VALSAMOGGIA SAVIGNO",VALSAMOGGIA,BO,0200805408,5408
02008,05534,"ALTO RENO TERME","ALTO RENO TERME",BO,0200805534,5534
02008,10500,"IMPERIA ONEGLIA",IMPERIA,IM,0200810500,0500
02008,10503,IMPERIA,IMPERIA,IM,0200810503,0503
02008,11500,"MANTOVA AMEDEO",MANTOVA,MN,0200811500,1500
02008,11505,"AG. DI MANTOVA",MANTOVA,MN,0200811505,1505
02008,11510,"MN VITTORIO EMANUELE",MANTOVA,MN,0200811510,1510
02008,11700,AG.VERONA,VERONA,VR,0200811700,1700
02008,11705,"VERONA BRA",VERONA,,0200811705,1705
02008,11708,"VERONA ISOLO",VERONA,VR,0200811708,1708
02008,11709,"VERONA OSPEDALE BORG",VERONA,VR,0200811709,1709
02008,11714,"VERONA MARZANA",VERONA,,0200811714,1714
02008,11717,"VERONA BORGO MILANO",VERONA,VR,0200811717,1717
02008,11720,"AG.VERONA-VIA LEGNAG",VERONA,VR,0200811720,1720
02008,11725,"AG.P.ZZA SIMONI 8",VERONA,VR,0200811725,1725
02008,11727,"AG.VERONA SCUDERLAND",VERONA,VR,0200811727,1727
02008,11738,"VR - MURARI BRA'",VERONA,VR,0200811738,1738
02008,11752,"AG.VERONA CAVOUR",VERONA,VR,0200811752,1752
02008,11773,"VERONA BORGO ROMA",VERONA,VR,0200811773,1773
02008,11782,"VERONA BORGO VENEZIA",VERONA,VR,0200811782,1782
02008,11794,"VERONA CITTADELLA",VERONA,VR,0200811794,1794
02008,11807,"VICENZA LAGHI",VICENZA,VI,0200811807,1807
02008,11820,"VICENZA BATTISTI",VICENZA,VI,0200811820,1820
02008,11821,"VICENZA-SS FELICE E",VICENZA,VI,0200811821,1821
02008,11900,"BELLUNO MARTIRI 1",BELLUNO,BL,0200811900,1900
02008,11910,FIL.BELLUNO,BELLUNO,BL,0200811910,1910
02008,12100,"PADOVA VIA TRIESTE",PADOVA,PD,0200812100,2100
02008,12101,"PADOVA S.FERMO",PADOVA,PD,0200812101,2101
02008,12103,"AG.PADOVA DUOMO",PADOVA,PD,0200812103,2103
02008,12105,"AG.PADOVA MORO",PADOVA,PD,0200812105,2105
02008,12150,"AG.PADOVA REZZONICO",PADOVA,PD,0200812150,2150
02008,12201,"ROVIGO S.BORTOLO",ROVIGO,RO,0200812201,2201
02008,12203,"AG.VIALE PORTA PO",ROVIGO,RO,0200812203,2203
02008,12205,AG.ROVIGO,ROVIGO,RO,0200812205,2205
02008,12210,"C.SO POPOLO 185",ROVIGO,RO,0200812210,2210
02008,12221,"AG.RO-VIA OROBONI",ROVIGO,RO,0200812221,2221
02008,12500,PORDENONE,PORDENONE,PD,0200812500,2500
02008,12510,"PORDENONE MAZZINI",PORDENONE,PD,0200812510,2510
02008,12600,"PIACENZA BATTISTI",PIACENZA,PC,0200812600,2600
02008,12601,"PIACENZA COLOMBO",PIACENZA,PC,0200812601,2601
02008,12604,"PIACENZA CELLA",PIACENZA,PC,0200812604,2604
02008,12612,"PIACENZA MARTIRI RES",PIACENZA,PC,0200812612,2612
02008,12700,"AG.PARMA REPUBBLICA",PARMA,PR,0200812700,2700
02008,12701,"PARMA VIA LA SPEZIA",PARMA,PR,0200812701,2701
02008,12702,"PARMA CADUTI DEL LAV",PARMA,PR,0200812702,2702
02008,12708,"PARMA MONTANARA",PARMA,PR,0200812708,2708
02008,12710,"PARMA S.CROCE",PARMA,PR,0200812710,2710
02008,12712,"PARMA EMILIA EST",PARMA,PR,0200812712,2712
02008,12720,"OARMA MAZZINI",PARMA,PR,0200812720,2720
02008,12722,"PARMA AG.N.3",PARMA,PR,0200812722,2722
02008,12726,AG.PARMA,PARMA,PR,0200812726,2726
02008,12802,"RE REGINA MARGHERITA","REGGIO EMILIA",RE,0200812802,2802
02008,12806,"AG.V.GORIZIA R.E.","REGGIO EMILIA",RE,0200812806,2806
02008,12810,"RE VIA DEI MILLE","REGGIO EMILIA",RE,0200812810,2810
02008,12814,"REGGIO E.N.8","REGGIO EMILIA",RE,0200812814,2814
02008,12815,"REGGIO EMILIA AG.9","REGGIO EMILIA",RE,0200812815,2815
02008,12816,"REGGIO E. AG.N.10","REGGIO EMILIA",RE,0200812816,2816
02008,12818,AG.MASONE,MASONE,RE,0200812818,2818
02008,12824,"REGGIO E. AG.N.14","REGGIO EMILIA",RE,0200812824,2824
02008,12825,"REGGIO EMILIA","REGGIO EMILIA",RE,0200812825,2825
02008,12827,"REGGIO EMILIA","REGGIO EMILIA",RE,0200812827,2827
02008,12829,"REGGIO EMILIA","REGGIO EMILIA",RE,0200812829,2829
02008,12832,"REGGIO EMILIA AG.N.2","REGGIO EMILIA",RE,0200812832,2832
02008,12833,"REGGIO EMILIA AG.1","REGGIO EMILIA",RE,0200812833,2833
02008,12834,"SEDE DI REGGIO EMILI","REGGIO EMILIA",RE,0200812834,2834
02008,12900,"MODENA EMILIA",MODENA,MO,0200812900,2900
02008,12901,"MODENA VIGNOLESE",MODENA,MO,0200812901,2901
02008,12904,"MODENA AG.D",MODENA,MO,0200812904,2904
02008,12905,"MODENA EMILIA EST D",MODENA,MO,0200812905,2905
02008,12906,"AG.E DI MODENA",MODENA,MO,0200812906,2906
02008,12907,"MODENA CORASSORI",MODENA,MO,0200812907,2907
02008,12908,"AG.V.LE CIALDINI 3",MODENA,MO,0200812908,2908
02008,12930,"MODENA GRANDE",MODENA,MO,0200812930,2930
02008,12932,"MODENA MARZABOTTO",MODENA,MO,0200812932,2932
02008,12933,"FILIALE MODENA AG.9",MODENA,MO,0200812933,2933
02008,13000,"FERRARA LIBERTA'",FERRARA,FE,0200813000,3000
02008,13001,"AG.FE-VIA BOLOGNA B",FERRARA,FE,0200813001,3001
02008,13002,"AG.FE VIA COMACCHIO",FERRARA,FE,0200813002,3002
02008,13009,"FERRARA C.SO MARTIRI",FERRARA,FE,0200813009,3009
02008,13010,"AG.FERRARA 3",FERRARA,FE,0200813010,3010
02008,13020,"FERRARA VIA BOLOGNA",FERRARA,FE,0200813020,3020
02008,13030,"FERRARA SEDE",FERRARA,FE,0200813030,3030
02008,13100,"RAVENNA ZIRARDINI",RAVENNA,RA,0200813100,3100
02008,13101,"FIL.RA VIA MAGGIORE",RAVENNA,RA,0200813101,3101
02008,13102,"RAVENNA PANFILIA",RAVENNA,RA,0200813102,3102
02008,13105,,NULL,NULL,13105,NULL
02008,13106,"RAVENNA MEZZANO",RAVENNA,RA,0200813106,3106
02008,13108,"RAVENNA S.PIETRO V.",RAVENNA,RA,0200813108,3108
02008,13114,"RAVENNA V.FAENTINA",RAVENNA,RA,0200813114,3114
02008,13120,AG.RAVENNA,RAVENNA,RA,0200813120,3120
02008,13172,"RAVENNA GULLI",RAVENNA,RA,0200813172,3172
02008,13173,"RAVENNA FIUME ABBAND",RAVENNA,RA,0200813173,3173
02008,13174,"RAVENNA STAGGI",RAVENNA,RA,0200813174,3174
02008,13180,"RAVENNA CASSINO",RAVENNA,RA,0200813180,3180
02008,13201,"AG.FORLI' PANDOLFA",FORLI',FC,0200813201,3201
02008,13202,"FORLI' STADIUM",FORLI',FC,0200813202,3202
02008,13203,"FORLI' VIA BOLOGNA",FORLI',FC,0200813203,3203
02008,13204,"FORLI' AG.4",FORLI',FC,0200813204,3204
02008,13210,"FORLI' REPUBBLICA B",FORLI',FC,0200813210,3210
02008,13211,"AG.FORLI' RONCO",FORLI',FO,0200813211,3211
02008,13216,AG.FORLI',FORLI',FC,0200813216,3216
02008,13220,"SEDE FORLI'",FORLI',FC,0200813220,3220
02008,13308,"PESARO XI SETTEMBRE",PESARO,PE,0200813308,3308
02008,13501,"ASCOLI PICENO","ASCOLI PICENO",AP,0200813501,3501
02008,13806,"PISTOIA FERMI",PISTOIA,PT,0200813806,3806
02008,14006,"PISA P.ZZA GARIBALDI",PISA,PI,0200814006,4006
02008,14112,"AREZZO XXV APRILE",AREZZO,AR,0200814112,4112
02008,14402,"TERNI SCOGLIO DI Q.",TERNI,TR,0200814402,4402
02008,15200,"AG. SALERNO V. EMANU",SALERNO,SA,0200815200,5200
02008,15206,"SALERNO AG.N.6",SALERNO,SA,0200815206,5206
02008,15801,"TARANTO GALESO",TARANTO,TA,0200815801,5801
02008,16500,FIL.MESSINA,MESSINA,ME,0200816500,6500
02008,16516,MESSINA,MESSINA,ME,0200816516,6516
02008,16903,"CATANIA ITALIA",CATANIA,CT,0200816903,6903
02008,17000,RAGUSA,RAGUSA,RG,0200817000,7000
02008,17101,"SIRACUSA TERACATI",SIRACUSA,SR,0200817101,7101
02008,20900,CHIOGGIA,CHIOGGIA,VE,0200820900,0900
02008,21000,"IMOLA APPIA",IMOLA,BO,0200821000,1000
02008,21001,"IMOLA AMENDOLA",IMOLA,BO,0200821001,1001
02008,21002,"IMOLA EMILIA",IMOLA,BO,0200821002,1002
02008,21003,"IMOLA PISACANE",IMOLA,BO,0200821003,1003
02008,21006,AG.IMOLA,IMOLA,BO,0200821006,1006
02008,22200,CROTONE,CROTONE,KR,0200822200,2200
02008,22201,"AG.VIA V.VENETO ANG.",CROTONE,KR,0200822201,2201
02008,22690,"SPORTELLO 08262","CASALE MONFERRATO",AL,0200822690,2690
02008,23304,"CARPI FOSSOLI",CARPI,MO,0200823304,3304
02008,23307,"CARPI P.ZZA MARTIRI",CARPI,MO,0200823307,3307
02008,23310,"CARPI CIPRESSI",CARPI,MO,0200823310,3310
02008,23400,"CENTO GUERCINO",CENTO,FE,0200823400,3400
02008,23401,CENTO,CENTO,FE,0200823401,3401
02008,23501,"COMACCHIO AG.N.1",COMACCHIO,FE,0200823501,3501
02008,23600,"CERVIA CADUTI LIBERT",CERVIA,RA,0200823600,3600
02008,23602,"AG.MILANO MARITTIMA",CERVIA,RA,0200823602,3602
02008,23603,"CERVIA B",CERVIA,RA,0200823603,3603
02008,23702,"FAENZA FORLIVESE",FAENZA,RA,0200823702,3702
02008,23705,"AG.FAENZA TOLOSANO",FAENZA,RA,0200823705,3705
02008,23710,FAENZA,FAENZA,RA,0200823710,3710
02008,23801,"LUGO VOLTANA",LUGO,RA,0200823801,3801
02008,23803,"FIL.LUGO MANFREDI",LUGO,RA,0200823803,3803
02008,23900,FIL.CESENA,CESENA,FC,0200823900,3900
02008,23902,"AG.N.2 CESENA",CESENA,FC,0200823902,3902
02008,23905,"CESENA SAVIO",CESENA,FC,0200823905,3905
02008,23907,"CESENA ROVERELLA",CESENA,FC,0200823907,3907
02008,23909,AG.CESENA,CESENA,FC,0200823909,3909
02008,23910,"CESENA D",CESENA,FC,0200823910,3910
02008,24000,CESENATICO,CESENATICO,FC,0200824000,4000
02008,24100,"RICCIONE CECCARINI",RICCIONE,RN,0200824100,4100
02008,24101,"AG.RICCIONE D'ANNUNZ",RICCIONE,RN,0200824101,4101
02008,24102,"RICCIONE S.MARTINO",RICCIONE,RN,0200824102,4102
02008,24200,"RIMINI TRE MARTIRI",RIMINI,RN,0200824200,4200
02008,24201,"RIMINI VESPUCCI",RIMINI,RN,0200824201,4201
02008,24202,"RIMINI FLAMINIA A",RIMINI,RN,0200824202,4202
02008,24203,"RIMINI REGINA MARGHE",RIMINI,RN,0200824203,4203
02008,24205,"RIMINI VISERBA",RIMINI,RN,0200824205,4205
02008,24207,"RIMINI COVIGNANO",RIMINI,RN,0200824207,4207
02008,24210,"FIL.RIMINI VALTURIO",RIMINI,FC,0200824210,4210
02008,24211,"RIMINI VIA PRAGA",RIMINI,RN,0200824211,4211
02008,24214,RIMINI,RIMINI,RN,0200824214,4214
02008,24220,"RIMINI C.D'AUGUSTO",RIMINI,RN,0200824220,4220
02008,24299,AG.BELLARIVA,RIMINI,RN,0200824299,4299
02008,32974,"FILUCBP GENIUS CARD","COLOGNO MONZESE",MI,0200832974,2974
02008,33030,AG.CORSICO,CORSICO,MI,0200833030,3030
02008,33160,FIL.GORGONZOLA,GORGONZOLA,MI,0200833160,3160
02008,33570,"PESCHIERA BORROMEO","PESCHIERA BORROMEO",MI,0200833570,3570
02008,33680,ROZZANO,ROZZANO,MI,0200833680,3680
